Id,DatasetID,IndividualID,OriginalTraitName,OriginalTraitDef,OriginalTraitValue,OriginalTraitUnit,Habitat,LabField,SecondStressor,SecondStressorDef,SecondStressorValue,SecondStressorUnit,Location,LocationType,CoordinateType,Latitude,Longitude,Interactor1,Interactor1Common,Interactor1Kingdom,Interactor1Phylum,Interactor1Class,Interactor1Order,Interactor1Family,Interactor1Genus,Interactor1Species,Interactor1Stage,Interactor1Sex,Interactor1Temp,Interactor1TempUnit,Interactor1GrowthTemp,Interactor1GrowthTempUnit,Interactor1Size,Interactor1SizeUnit,Interactor1SizeType,FigureTable,Citation,DOI,CuratedByCitation,CuratedByDOI,SubmittedBy,ContributorEmail,Notes,DefaultChartXaxis,DefaultChartCategory,EmbargoReleaseDate
92974,558,PHX395,longevity,individual-level duration of life stage,4,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.36,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
92976,558,PHX396,longevity,individual-level duration of life stage,5,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.29,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
92979,558,PHX397,longevity,individual-level duration of life stage,4,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.24,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
92981,558,PHX398,longevity,individual-level duration of life stage,8,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.45,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
92983,558,PHX399,longevity,individual-level duration of life stage,8,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.62,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
92985,558,PHX400,longevity,individual-level duration of life stage,6,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.73,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
92987,558,PHX401,longevity,individual-level duration of life stage,5,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.6,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
92989,558,PHX402,longevity,individual-level duration of life stage,3,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.3,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
92991,558,PHX403,longevity,individual-level duration of life stage,4,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.41,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
92993,558,PHX404,longevity,individual-level duration of life stage,3,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.35,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
92995,558,PHX405,longevity,individual-level duration of life stage,4,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.26,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
92998,558,PHX406,longevity,individual-level duration of life stage,4,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.36,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
93000,558,PHX407,longevity,individual-level duration of life stage,5,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.03,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
93002,558,PHX408,longevity,individual-level duration of life stage,7,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.54,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
93004,558,PHX409,longevity,individual-level duration of life stage,5,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.51,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
93006,558,PHX410,longevity,individual-level duration of life stage,8,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.77,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
93008,558,PHX411,longevity,individual-level duration of life stage,7,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.62,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
93011,558,PHX412,longevity,individual-level duration of life stage,9,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.63,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
93013,558,PHX413,longevity,individual-level duration of life stage,6,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.9,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
93015,558,PHX414,longevity,individual-level duration of life stage,7,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.93,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
93017,558,PHX415,longevity,individual-level duration of life stage,6,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.95,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
93019,558,PHX416,longevity,individual-level duration of life stage,9,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22,Celsius,26,Celsius,3.09,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
93022,558,PHX417,longevity,individual-level duration of life stage,12,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,22,Celsius,26,Celsius,3.18,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
93024,558,PHX418,longevity,individual-level duration of life stage,6,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.96,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
93026,558,PHX419,longevity,individual-level duration of life stage,6,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.79,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
93028,558,PHX420,longevity,individual-level duration of life stage,7,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.92,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
93030,558,PHX421,longevity,individual-level duration of life stage,7,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,3.02,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
93032,558,PHX422,longevity,individual-level duration of life stage,6,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.86,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
93035,558,PHX423,longevity,individual-level duration of life stage,6,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,3.04,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
93037,558,PHX424,longevity,individual-level duration of life stage,7,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.87,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
93039,558,PHX425,longevity,individual-level duration of life stage,6,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.71,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
93041,558,PHX426,longevity,individual-level duration of life stage,6,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult (starved),female,26,Celsius,26,Celsius,2.95,mm,wing length,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,1/1/21
